ALLER_TYPE,RETURN_TYPE,AIRLINE_ALLER,AIRLINE_RETOUR,CITY_ARRIVAL,CITY_DEPARTURE,DATE_DE_DEPART,DATE_DE_RETOUR,HOR_ARRI,HOR_DEP,HOR_DEP_RETOUR,HOR_RETOUR,PRICE,FLIGHT_DURATION_DEPARTURE,FLIGHT_DURATION_RETURN,SEASON,FLIGHT_ROUTE,PRICE_CATEGORY
1 esclae,1 escale,AirAsia,Qatar Airways,Vienna,New York,2023-07-12,2023-07-28,02:56:00,02:18:00,00:36:00,16:37:00,153,38,961,Summer,New York - Vienna,Budget
1 esclae,1 escale,Qantas,Ryanair,Rome,Amsterdam,2023-03-22,2023-04-10,06:52:00,01:51:00,12:49:00,17:26:00,655,301,277,Spring,Amsterdam - Rome,Premium
2 esclaes,Vol direct,Turkish Airlines,AirAsia,Fes,Barcelona,2023-03-09,2023-07-22,03:17:00,22:45:00,03:37:00,23:49:00,198,1168,1212,Spring,Barcelona - Fes,Budget
2 esclaes,Vol direct,Ryanair,ANA - All Nippon Airways,Tokyo,New York,2023-01-20,2023-03-30,06:46:00,06:08:00,14:03:00,16:01:00,601,38,118,Winter,New York - Tokyo,Premium
1 esclae,1 escale,Singapore Airlines,Emirates,Athens,Rabat,2023-04-28,2023-06-27,06:47:00,13:06:00,14:11:00,16:50:00,133,379,159,Spring,Rabat - Athens,Budget
1 esclae,Vol direct,Emirates,Alitalia,Amsterdam,Berlin,2023-07-30,2023-07-31,01:24:00,15:11:00,08:25:00,20:42:00,704,827,737,Summer,Berlin - Amsterdam,Premium
1 esclae,1 escale,Royal Air Maroc,Ryanair,Casablanca,Cairo,2023-03-21,2023-05-25,04:15:00,14:05:00,02:49:00,09:58:00,816,590,429,Spring,Cairo - Casablanca,Premium
Vol direct,2 escales,United Airlines,China Eastern Airlines,Cairo,Rabat,2023-06-30,2023-07-17,05:11:00,09:46:00,16:23:00,20:45:00,686,275,262,Summer,Rabat - Cairo,Premium
Vol direct,1 escale,AirAsia,ANA - All Nippon Airways,Istanbul,Amsterdam,2023-04-03,2023-05-12,05:24:00,04:55:00,14:40:00,20:51:00,382,29,371,Spring,Amsterdam - Istanbul,Standard
Vol direct,2 escales,Etihad Airways,Qatar Airways,Copenhagen,Fes,2023-05-21,2023-06-11,05:47:00,02:45:00,01:25:00,03:50:00,566,182,145,Spring,Fes - Copenhagen,Premium
2 esclaes,2 escales,Singapore Airlines,Japan Airlines,Marrakech,Casablanca,2023-06-25,2023-07-09,01:21:00,23:25:00,06:48:00,20:03:00,482,1324,795,Summer,Casablanca - Marrakech,Standard
2 esclaes,1 escale,ANA - All Nippon Airways,Lufthansa,Amsterdam,Rabat,2023-04-29,2023-07-11,01:46:00,00:24:00,03:56:00,05:38:00,320,82,102,Spring,Rabat - Amsterdam,Standard
1 esclae,Vol direct,Lufthansa,Air France,Paris,Cairo,2023-05-17,2023-07-12,01:21:00,04:44:00,01:25:00,12:47:00,978,203,682,Spring,Cairo - Paris,Premium
Vol direct,Vol direct,Etihad Airways,Delta Air Lines,Marrakech,Los Angeles,2023-05-04,2023-07-15,02:12:00,23:13:00,11:22:00,19:53:00,261,1261,511,Spring,Los Angeles - Marrakech,Standard
2 esclaes,Vol direct,Air Canada,American Airlines,Sydney,Istanbul,2023-02-27,2023-05-21,03:01:00,01:53:00,18:00:00,21:13:00,531,68,193,Winter,Istanbul - Sydney,Premium
Vol direct,Vol direct,Japan Airlines,Japan Airlines,London,Rabat,2023-03-17,2023-04-16,02:28:00,10:46:00,04:19:00,15:55:00,428,498,696,Spring,Rabat - London,Standard
2 esclaes,1 escale,JetBlue Airways,Singapore Airlines,Moscow,Rome,2023-05-11,2023-07-24,04:32:00,23:19:00,10:40:00,15:50:00,682,1127,310,Spring,Rome - Moscow,Premium
2 esclaes,2 escales,British Airways,Japan Airlines,Rome,Rabat,2023-05-09,2023-07-26,05:35:00,09:51:00,05:04:00,18:49:00,997,256,825,Spring,Rabat - Rome,Premium
Vol direct,2 escales,Royal Air Maroc,Emirates,New York,Delhi,2023-04-25,2023-06-30,03:23:00,05:16:00,04:26:00,06:15:00,949,113,109,Spring,Delhi - New York,Premium
1 esclae,1 escale,Virgin Atlantic,Virgin Atlantic,Tangier,Rabat,2023-06-09,2023-07-26,03:50:00,12:57:00,23:41:00,23:57:00,563,547,16,Summer,Rabat - Tangier,Premium
Vol direct,2 escales,British Airways,Air Canada,Fes,Dublin,2023-06-23,2023-07-30,06:26:00,04:16:00,07:03:00,07:18:00,338,130,15,Summer,Dublin - Fes,Standard
2 esclaes,1 escale,Finnair,Qatar Airways,Sydney,Berlin,2023-05-09,2023-07-13,05:23:00,18:25:00,13:35:00,17:42:00,824,782,247,Spring,Berlin - Sydney,Premium
2 esclaes,Vol direct,British Airways,Air Canada,Amsterdam,Tangier,2023-07-19,2023-07-22,04:55:00,22:22:00,00:17:00,19:54:00,914,1047,1177,Summer,Tangier - Amsterdam,Premium
Vol direct,2 escales,British Airways,Air Canada,Amsterdam,Stockholm,2023-06-22,2023-07-10,05:36:00,21:08:00,01:50:00,23:08:00,664,932,1278,Summer,Stockholm - Amsterdam,Premium
Vol direct,1 escale,Emirates,Ryanair,Tokyo,London,2023-02-17,2023-04-16,01:23:00,03:24:00,05:26:00,20:48:00,176,121,922,Winter,London - Tokyo,Budget
1 esclae,2 escales,Delta Air Lines,Japan Airlines,Marrakech,Athens,2023-02-17,2023-05-05,05:15:00,20:30:00,12:12:00,21:37:00,764,915,565,Winter,Athens - Marrakech,Premium
1 esclae,2 escales,Qantas,British Airways,Dublin,Tangier,2023-07-11,2023-07-21,02:29:00,03:20:00,06:02:00,08:15:00,367,51,133,Summer,Tangier - Dublin,Standard
1 esclae,2 escales,Emirates,Alitalia,Stockholm,Rio de Janeiro,2023-04-09,2023-05-09,03:31:00,08:44:00,17:12:00,22:22:00,108,313,310,Spring,Rio de Janeiro - Stockholm,Budget
2 esclaes,1 escale,American Airlines,Cathay Pacific,Vienna,Athens,2023-05-18,2023-07-14,02:24:00,12:20:00,11:14:00,14:09:00,451,596,175,Spring,Athens - Vienna,Standard
Vol direct,1 escale,Turkish Airlines,Royal Air Maroc,Istanbul,Moscow,2023-06-18,2023-06-20,05:39:00,23:57:00,03:46:00,21:42:00,894,1098,1076,Summer,Moscow - Istanbul,Premium
1 esclae,Vol direct,Qantas,Turkish Airlines,London,Rome,2023-07-12,2023-07-25,06:35:00,00:43:00,21:49:00,23:10:00,875,352,81,Summer,Rome - London,Premium
2 esclaes,1 escale,Etihad Airways,KLM Royal Dutch Airlines,Fes,Amsterdam,2023-01-13,2023-05-03,04:32:00,01:50:00,17:21:00,21:56:00,761,162,275,Winter,Amsterdam - Fes,Premium
1 esclae,2 escales,Southwest Airlines,Turkish Airlines,Rio de Janeiro,Moscow,2023-02-21,2023-04-28,02:35:00,05:17:00,14:17:00,22:02:00,991,162,465,Winter,Moscow - Rio de Janeiro,Premium
Vol direct,1 escale,Royal Air Maroc,JetBlue Airways,Sydney,Delhi,2023-01-03,2023-07-15,03:58:00,05:04:00,03:38:00,06:27:00,206,66,169,Winter,Delhi - Sydney,Standard
1 esclae,Vol direct,Etihad Airways,Turkish Airlines,Amsterdam,Sydney,2023-02-26,2023-06-29,01:57:00,10:24:00,09:13:00,14:23:00,106,507,310,Winter,Sydney - Amsterdam,Budget
Vol direct,Vol direct,Japan Airlines,Air Canada,San Francisco,Copenhagen,2023-04-05,2023-07-04,05:27:00,21:33:00,12:48:00,17:29:00,731,966,281,Spring,Copenhagen - San Francisco,Premium
1 esclae,1 escale,Ryanair,AirAsia,London,San Francisco,2023-07-21,2023-07-28,02:46:00,19:12:00,02:00:00,11:33:00,176,986,573,Summer,San Francisco - London,Budget
Vol direct,1 escale,Cathay Pacific,Singapore Airlines,Vienna,New York,2023-04-10,2023-06-14,03:03:00,00:38:00,01:49:00,07:20:00,662,145,331,Spring,New York - Vienna,Premium
2 esclaes,2 escales,China Eastern Airlines,Virgin Atlantic,Rome,Athens,2023-04-04,2023-06-01,06:19:00,11:50:00,10:20:00,18:56:00,180,331,516,Spring,Athens - Rome,Budget
2 esclaes,1 escale,Qatar Airways,China Eastern Airlines,Rome,Moscow,2023-05-13,2023-07-22,01:14:00,20:07:00,16:00:00,21:28:00,387,1133,328,Spring,Moscow - Rome,Standard
Vol direct,1 escale,Ryanair,Etihad Airways,Barcelona,Vienna,2023-04-01,2023-04-25,06:30:00,11:03:00,12:44:00,22:47:00,368,273,603,Spring,Vienna - Barcelona,Standard
2 esclaes,Vol direct,AirAsia,AirAsia,Rio de Janeiro,Amsterdam,2023-01-08,2023-01-27,01:49:00,12:21:00,00:58:00,20:41:00,195,632,1183,Winter,Amsterdam - Rio de Janeiro,Budget
1 esclae,1 escale,British Airways,Southwest Airlines,Rio de Janeiro,Rome,2023-05-12,2023-05-24,03:09:00,11:28:00,21:22:00,22:52:00,304,499,90,Spring,Rome - Rio de Janeiro,Standard
1 esclae,Vol direct,ANA - All Nippon Airways,Finnair,New York,San Francisco,2023-05-30,2023-07-09,04:02:00,09:51:00,04:24:00,10:43:00,892,349,379,Spring,San Francisco - New York,Premium
Vol direct,Vol direct,Lufthansa,Etihad Airways,Marrakech,San Francisco,2023-03-22,2023-04-29,04:01:00,05:12:00,19:54:00,22:40:00,933,71,166,Spring,San Francisco - Marrakech,Premium
1 esclae,Vol direct,Qantas,China Eastern Airlines,Moscow,Rabat,2023-02-09,2023-06-17,02:26:00,14:29:00,11:34:00,18:17:00,907,723,403,Winter,Rabat - Moscow,Premium
1 esclae,2 escales,Air Canada,Finnair,Athens,Paris,2023-05-09,2023-05-31,01:32:00,01:14:00,18:34:00,21:28:00,448,18,174,Spring,Paris - Athens,Standard
1 esclae,Vol direct,Singapore Airlines,Qantas,Tokyo,Amsterdam,2023-04-17,2023-06-19,05:59:00,02:26:00,13:35:00,16:39:00,117,213,184,Spring,Amsterdam - Tokyo,Budget
Vol direct,Vol direct,Southwest Airlines,Japan Airlines,Los Angeles,Cairo,2023-06-28,2023-07-22,04:34:00,22:26:00,11:20:00,21:50:00,454,1072,630,Summer,Cairo - Los Angeles,Standard
1 esclae,1 escale,Virgin Atlantic,Finnair,Casablanca,Rio de Janeiro,2023-01-31,2023-05-30,05:07:00,07:15:00,13:21:00,17:03:00,905,128,222,Winter,Rio de Janeiro - Casablanca,Premium
1 esclae,1 escale,China Eastern Airlines,Lufthansa,Moscow,Vienna,2023-07-21,2023-07-31,04:03:00,19:52:00,01:15:00,17:03:00,351,949,948,Summer,Vienna - Moscow,Standard
2 esclaes,2 escales,Air France,Southwest Airlines,Moscow,Tokyo,2023-02-24,2023-05-22,05:17:00,18:05:00,03:28:00,21:14:00,701,768,1066,Winter,Tokyo - Moscow,Premium
Vol direct,2 escales,Ryanair,Japan Airlines,Fes,Berlin,2023-03-19,2023-07-13,01:26:00,23:37:00,22:55:00,23:58:00,746,1331,63,Spring,Berlin - Fes,Premium
1 esclae,2 escales,Lufthansa,Qatar Airways,Rome,Tangier,2023-01-19,2023-07-17,01:01:00,09:10:00,15:16:00,18:26:00,941,489,190,Winter,Tangier - Rome,Premium
1 esclae,Vol direct,Singapore Airlines,Singapore Airlines,New York,Tokyo,2023-06-04,2023-07-24,04:18:00,15:39:00,15:51:00,23:42:00,503,681,471,Summer,Tokyo - New York,Premium
2 esclaes,Vol direct,Qatar Airways,Alitalia,Moscow,Fes,2023-04-18,2023-07-15,06:53:00,16:10:00,03:02:00,05:04:00,471,557,122,Spring,Fes - Moscow,Standard
Vol direct,1 escale,Singapore Airlines,Turkish Airlines,Barcelona,Fes,2023-01-26,2023-02-25,05:48:00,12:05:00,05:00:00,23:19:00,140,377,1099,Winter,Fes - Barcelona,Budget
1 esclae,2 escales,Qantas,Qantas,Rabat,Rome,2023-05-02,2023-07-13,01:03:00,22:49:00,09:47:00,21:16:00,168,1306,689,Spring,Rome - Rabat,Budget
1 esclae,2 escales,Delta Air Lines,Cathay Pacific,Casablanca,Dublin,2023-05-06,2023-06-09,01:17:00,08:31:00,11:20:00,21:46:00,105,434,626,Spring,Dublin - Casablanca,Budget
1 esclae,2 escales,Singapore Airlines,British Airways,Sydney,Moscow,2023-02-15,2023-03-20,02:46:00,01:25:00,15:12:00,17:57:00,818,81,165,Winter,Moscow - Sydney,Premium
2 esclaes,Vol direct,China Eastern Airlines,Ryanair,Amsterdam,Moscow,2023-03-23,2023-04-08,01:34:00,05:19:00,02:37:00,22:54:00,77,225,1217,Spring,Moscow - Amsterdam,Budget
1 esclae,1 escale,Alitalia,Finnair,Dublin,New York,2023-06-28,2023-07-05,06:44:00,13:46:00,16:17:00,17:15:00,332,422,58,Summer,New York - Dublin,Standard
1 esclae,Vol direct,Emirates,United Airlines,Amsterdam,Copenhagen,2023-01-07,2023-07-11,05:35:00,04:20:00,04:38:00,18:17:00,447,75,819,Winter,Copenhagen - Amsterdam,Standard
2 esclaes,1 escale,Qantas,China Eastern Airlines,Sydney,Cairo,2023-07-30,2023-07-31,01:49:00,05:32:00,18:24:00,22:15:00,707,223,231,Summer,Cairo - Sydney,Premium
2 esclaes,2 escales,Singapore Airlines,KLM Royal Dutch Airlines,Sydney,Vienna,2023-04-21,2023-06-01,04:51:00,11:56:00,20:31:00,23:21:00,790,425,170,Spring,Vienna - Sydney,Premium
1 esclae,2 escales,British Airways,Ryanair,Dublin,Los Angeles,2023-07-27,2023-07-31,01:42:00,03:11:00,00:36:00,03:19:00,961,89,163,Summer,Los Angeles - Dublin,Premium
Vol direct,Vol direct,China Eastern Airlines,Air Canada,Athens,Tangier,2023-05-30,2023-06-19,05:53:00,04:08:00,20:04:00,21:32:00,827,105,88,Spring,Tangier - Athens,Premium
1 esclae,1 escale,American Airlines,Qantas,Berlin,Tokyo,2023-04-03,2023-07-17,05:46:00,11:01:00,01:57:00,05:51:00,113,315,234,Spring,Tokyo - Berlin,Budget
2 esclaes,Vol direct,Japan Airlines,Southwest Airlines,Berlin,Athens,2023-02-02,2023-06-26,01:26:00,23:05:00,05:07:00,13:48:00,57,1299,521,Winter,Athens - Berlin,Budget
1 esclae,2 escales,Japan Airlines,JetBlue Airways,Tokyo,New York,2023-01-24,2023-01-31,03:22:00,00:16:00,11:11:00,17:39:00,616,186,388,Winter,New York - Tokyo,Premium
1 esclae,1 escale,JetBlue Airways,Royal Air Maroc,Copenhagen,San Francisco,2023-01-18,2023-03-24,02:37:00,17:17:00,20:04:00,20:58:00,857,880,54,Winter,San Francisco - Copenhagen,Premium
2 esclaes,1 escale,Royal Air Maroc,Singapore Airlines,London,Berlin,2023-06-28,2023-07-11,03:22:00,07:31:00,16:19:00,19:27:00,797,249,188,Summer,Berlin - London,Premium
1 esclae,2 escales,Finnair,Air Canada,San Francisco,Barcelona,2023-07-09,2023-07-29,05:13:00,20:35:00,18:15:00,23:38:00,691,922,323,Summer,Barcelona - San Francisco,Premium
Vol direct,1 escale,American Airlines,ANA - All Nippon Airways,Tokyo,Vienna,2023-07-11,2023-07-15,06:40:00,11:58:00,19:11:00,21:34:00,126,318,143,Summer,Vienna - Tokyo,Budget
1 esclae,1 escale,China Eastern Airlines,Qantas,Copenhagen,Delhi,2023-06-06,2023-07-12,06:22:00,16:22:00,05:19:00,11:32:00,728,600,373,Summer,Delhi - Copenhagen,Premium
1 esclae,2 escales,ANA - All Nippon Airways,British Airways,Cairo,Delhi,2023-03-10,2023-06-13,04:23:00,09:54:00,05:41:00,07:45:00,629,331,124,Spring,Delhi - Cairo,Premium
1 esclae,2 escales,AirAsia,ANA - All Nippon Airways,Rio de Janeiro,Rome,2023-07-27,2023-07-31,02:24:00,14:03:00,03:23:00,16:20:00,593,699,777,Summer,Rome - Rio de Janeiro,Premium
2 esclaes,Vol direct,ANA - All Nippon Airways,Lufthansa,Dublin,Amsterdam,2023-07-18,2023-07-21,01:53:00,14:07:00,17:35:00,22:40:00,90,734,305,Summer,Amsterdam - Dublin,Budget
Vol direct,1 escale,Etihad Airways,Lufthansa,London,New York,2023-07-19,2023-07-31,01:02:00,16:52:00,16:51:00,18:23:00,172,950,92,Summer,New York - London,Budget
Vol direct,2 escales,Qantas,Turkish Airlines,Moscow,Stockholm,2023-01-19,2023-02-19,02:17:00,21:21:00,02:28:00,05:05:00,969,1144,157,Winter,Stockholm - Moscow,Premium
1 esclae,2 escales,Japan Airlines,Air Canada,Los Angeles,Berlin,2023-03-04,2023-06-09,04:00:00,04:26:00,16:17:00,17:44:00,833,26,87,Spring,Berlin - Los Angeles,Premium
1 esclae,2 escales,ANA - All Nippon Airways,Alitalia,London,Copenhagen,2023-01-23,2023-06-11,02:39:00,06:30:00,03:46:00,14:39:00,701,231,653,Winter,Copenhagen - London,Premium
1 esclae,1 escale,Air France,United Airlines,Berlin,Athens,2023-06-06,2023-07-18,05:55:00,17:23:00,10:05:00,16:26:00,338,688,381,Summer,Athens - Berlin,Standard
2 esclaes,1 escale,AirAsia,Finnair,Rome,Casablanca,2023-06-27,2023-06-30,06:09:00,10:14:00,13:00:00,23:17:00,351,245,617,Summer,Casablanca - Rome,Standard
1 esclae,1 escale,Etihad Airways,Japan Airlines,Athens,Berlin,2023-05-01,2023-07-03,01:52:00,11:37:00,06:38:00,13:25:00,825,585,407,Spring,Berlin - Athens,Premium
2 esclaes,Vol direct,Ryanair,China Eastern Airlines,Casablanca,Moscow,2023-05-15,2023-05-28,04:24:00,03:17:00,14:08:00,16:39:00,807,67,151,Spring,Moscow - Casablanca,Premium
1 esclae,2 escales,JetBlue Airways,Lufthansa,Copenhagen,Rome,2023-02-27,2023-03-11,03:32:00,01:38:00,07:44:00,13:31:00,310,114,347,Winter,Rome - Copenhagen,Standard
2 esclaes,2 escales,Qatar Airways,Japan Airlines,Delhi,Tangier,2023-07-24,2023-07-27,04:39:00,18:15:00,07:40:00,16:58:00,912,816,558,Summer,Tangier - Delhi,Premium
Vol direct,Vol direct,AirAsia,KLM Royal Dutch Airlines,San Francisco,Dublin,2023-03-22,2023-05-05,01:59:00,03:41:00,20:25:00,22:43:00,653,102,138,Spring,Dublin - San Francisco,Premium
2 esclaes,2 escales,Virgin Atlantic,Finnair,Istanbul,Berlin,2023-05-10,2023-07-11,02:23:00,23:51:00,08:09:00,09:03:00,338,1288,54,Spring,Berlin - Istanbul,Standard
1 esclae,1 escale,JetBlue Airways,Etihad Airways,Berlin,Istanbul,2023-06-24,2023-07-27,02:37:00,18:08:00,15:57:00,21:29:00,382,931,332,Summer,Istanbul - Berlin,Standard
2 esclaes,Vol direct,Cathay Pacific,Emirates,Copenhagen,Amsterdam,2023-04-16,2023-05-06,04:06:00,11:01:00,09:32:00,16:32:00,840,415,420,Spring,Amsterdam - Copenhagen,Premium
Vol direct,Vol direct,United Airlines,ANA - All Nippon Airways,Stockholm,Casablanca,2023-05-27,2023-07-03,01:55:00,22:03:00,00:00:00,08:59:00,146,1208,539,Spring,Casablanca - Stockholm,Budget
1 esclae,2 escales,Finnair,JetBlue Airways,Tokyo,Rio de Janeiro,2023-04-14,2023-06-20,01:59:00,02:34:00,06:10:00,09:53:00,882,35,223,Spring,Rio de Janeiro - Tokyo,Premium
2 esclaes,1 escale,JetBlue Airways,China Eastern Airlines,Barcelona,Rio de Janeiro,2023-05-10,2023-06-05,04:08:00,15:32:00,11:23:00,15:05:00,878,684,222,Spring,Rio de Janeiro - Barcelona,Premium
1 esclae,2 escales,Ryanair,Cathay Pacific,Athens,Copenhagen,2023-06-26,2023-07-07,04:03:00,08:48:00,22:01:00,23:04:00,667,285,63,Summer,Copenhagen - Athens,Premium
2 esclaes,1 escale,Lufthansa,Turkish Airlines,Rabat,Marrakech,2023-05-09,2023-05-23,06:42:00,06:00:00,20:25:00,20:47:00,853,42,22,Spring,Marrakech - Rabat,Premium
Vol direct,1 escale,American Airlines,Qantas,Copenhagen,Vienna,2023-03-03,2023-04-17,04:44:00,14:13:00,21:02:00,21:21:00,506,569,19,Spring,Vienna - Copenhagen,Premium
1 esclae,2 escales,Delta Air Lines,Delta Air Lines,Barcelona,Rio de Janeiro,2023-07-27,2023-07-29,06:46:00,10:27:00,07:25:00,10:39:00,428,221,194,Summer,Rio de Janeiro - Barcelona,Standard
1 esclae,1 escale,Finnair,Qatar Airways,Tokyo,Delhi,2023-03-03,2023-04-20,06:57:00,09:17:00,19:08:00,19:28:00,316,140,20,Spring,Delhi - Tokyo,Standard
2 esclaes,Vol direct,Finnair,Etihad Airways,Rio de Janeiro,Casablanca,2023-04-03,2023-05-08,01:33:00,22:18:00,12:02:00,16:14:00,152,1245,252,Spring,Casablanca - Rio de Janeiro,Budget
1 esclae,Vol direct,ANA - All Nippon Airways,Cathay Pacific,Sydney,Rabat,2023-02-25,2023-04-19,04:53:00,13:39:00,13:53:00,22:42:00,523,526,529,Winter,Rabat - Sydney,Premium
2 esclaes,Vol direct,Qantas,Japan Airlines,Casablanca,Istanbul,2023-02-12,2023-03-10,04:11:00,15:27:00,15:56:00,19:24:00,289,676,208,Winter,Istanbul - Casablanca,Standard
Vol direct,1 escale,Etihad Airways,Royal Air Maroc,Sydney,Athens,2023-04-24,2023-07-21,05:18:00,09:00:00,13:04:00,22:48:00,179,222,584,Spring,Athens - Sydney,Budget
1 esclae,1 escale,KLM Royal Dutch Airlines,American Airlines,Stockholm,Cairo,2023-07-27,2023-07-29,04:31:00,11:56:00,13:59:00,14:24:00,868,445,25,Summer,Cairo - Stockholm,Premium
2 esclaes,1 escale,Etihad Airways,Ryanair,Rome,Tokyo,2023-03-06,2023-07-18,06:16:00,17:33:00,04:54:00,05:11:00,523,677,17,Spring,Tokyo - Rome,Premium
2 esclaes,2 escales,Singapore Airlines,JetBlue Airways,Tangier,Dublin,2023-03-10,2023-04-05,04:56:00,00:29:00,03:06:00,11:16:00,967,267,490,Spring,Dublin - Tangier,Premium
1 esclae,Vol direct,Lufthansa,American Airlines,Stockholm,Istanbul,2023-04-24,2023-05-19,06:01:00,17:38:00,19:25:00,21:21:00,408,697,116,Spring,Istanbul - Stockholm,Standard
2 esclaes,1 escale,Qantas,China Eastern Airlines,Tokyo,Sydney,2023-03-08,2023-07-08,01:37:00,11:59:00,08:18:00,21:41:00,967,622,803,Spring,Sydney - Tokyo,Premium
2 esclaes,2 escales,Finnair,Qatar Airways,Amsterdam,Rabat,2023-06-11,2023-07-30,02:24:00,08:16:00,12:18:00,19:33:00,608,352,435,Summer,Rabat - Amsterdam,Premium
2 esclaes,Vol direct,United Airlines,Southwest Airlines,Berlin,Rome,2023-01-03,2023-06-08,02:38:00,20:22:00,09:28:00,17:45:00,311,1064,497,Winter,Rome - Berlin,Standard
1 esclae,2 escales,Turkish Airlines,AirAsia,Fes,Sydney,2023-05-29,2023-06-13,05:28:00,01:34:00,07:36:00,10:15:00,165,234,159,Spring,Sydney - Fes,Budget
2 esclaes,1 escale,Cathay Pacific,China Eastern Airlines,San Francisco,Delhi,2023-07-12,2023-07-14,01:18:00,21:58:00,13:45:00,19:25:00,751,1240,340,Summer,Delhi - San Francisco,Premium
2 esclaes,1 escale,Lufthansa,Qatar Airways,Tokyo,Fes,2023-04-29,2023-05-01,06:02:00,04:36:00,04:57:00,23:04:00,602,86,1087,Spring,Fes - Tokyo,Premium
2 esclaes,2 escales,Emirates,China Eastern Airlines,Rio de Janeiro,Stockholm,2023-06-21,2023-07-01,02:56:00,04:53:00,06:43:00,20:45:00,154,117,842,Summer,Stockholm - Rio de Janeiro,Budget
2 esclaes,2 escales,Ryanair,Air France,Fes,Rome,2023-07-15,2023-07-27,01:55:00,07:27:00,03:40:00,14:31:00,771,332,651,Summer,Rome - Fes,Premium
1 esclae,Vol direct,Virgin Atlantic,Japan Airlines,Vienna,Tokyo,2023-01-09,2023-07-16,01:22:00,09:13:00,11:10:00,22:13:00,139,471,663,Winter,Tokyo - Vienna,Budget
1 esclae,2 escales,Qatar Airways,Finnair,Barcelona,New York,2023-02-13,2023-04-03,05:38:00,03:38:00,02:27:00,21:00:00,697,120,1113,Winter,New York - Barcelona,Premium
1 esclae,1 escale,Royal Air Maroc,Delta Air Lines,Rabat,Cairo,2023-06-23,2023-07-29,06:55:00,21:36:00,14:40:00,18:27:00,676,881,227,Summer,Cairo - Rabat,Premium
2 esclaes,1 escale,Alitalia,Emirates,Fes,Casablanca,2023-05-30,2023-07-18,05:26:00,16:42:00,07:53:00,20:35:00,88,676,762,Spring,Casablanca - Fes,Budget
Vol direct,2 escales,Lufthansa,JetBlue Airways,New York,Rome,2023-06-10,2023-07-27,03:52:00,05:59:00,14:30:00,21:34:00,674,127,424,Summer,Rome - New York,Premium
2 esclaes,1 escale,JetBlue Airways,KLM Royal Dutch Airlines,Cairo,Marrakech,2023-03-15,2023-04-05,03:42:00,07:16:00,08:36:00,18:10:00,873,214,574,Spring,Marrakech - Cairo,Premium
1 esclae,Vol direct,Air Canada,Air France,Fes,Paris,2023-06-23,2023-07-19,03:47:00,21:52:00,04:24:00,11:26:00,719,1085,422,Summer,Paris - Fes,Premium
2 esclaes,2 escales,Delta Air Lines,Japan Airlines,Cairo,Delhi,2023-02-03,2023-03-29,01:45:00,12:58:00,06:30:00,12:54:00,804,673,384,Winter,Delhi - Cairo,Premium
2 esclaes,Vol direct,Turkish Airlines,Air Canada,Paris,Tangier,2023-06-10,2023-07-09,04:56:00,08:04:00,02:48:00,14:35:00,716,188,707,Summer,Tangier - Paris,Premium
2 esclaes,Vol direct,Singapore Airlines,Finnair,Tangier,Amsterdam,2023-06-24,2023-07-05,03:42:00,10:57:00,19:47:00,20:52:00,88,435,65,Summer,Amsterdam - Tangier,Budget
Vol direct,1 escale,JetBlue Airways,AirAsia,Delhi,Moscow,2023-03-19,2023-06-14,05:10:00,16:41:00,05:23:00,23:45:00,610,691,1102,Spring,Moscow - Delhi,Premium
2 esclaes,2 escales,ANA - All Nippon Airways,British Airways,Paris,Tangier,2023-06-13,2023-07-19,03:10:00,18:44:00,21:34:00,21:49:00,955,934,15,Summer,Tangier - Paris,Premium
1 esclae,2 escales,Lufthansa,American Airlines,Vienna,Paris,2023-04-07,2023-07-16,05:10:00,15:59:00,19:51:00,23:41:00,352,649,230,Spring,Paris - Vienna,Standard
2 esclaes,Vol direct,Emirates,Singapore Airlines,Vienna,Sydney,2023-04-22,2023-05-01,05:01:00,16:14:00,23:19:00,23:42:00,660,673,23,Spring,Sydney - Vienna,Premium
